nom_commune,cog_commune,siren_commune,nom_prenom_maire,nuance_politique,famille_nuance
Brueil-En-Vexin,78113,217801133,TELLIER Martine,NC,Non classé
Buc,78117,217801174,GRASSET Stéphane,LDIV,Courants politiques divers
Buchelay,78118,217801182,TREMBLAY Stéphane,,
Bullion,78120,217801208,CARIS Xavier,LNC,Non classé
Carrières-Sous-Poissy,78123,217801232,AIT Eddie,LECO,Courants politiques divers
Carrières-Sur-Seine,78124,217801240,DE BOURROUSSE Arnaud,LDVD,Droite
La Celle-Les-Bordes,78125,217801257,QUERARD Serge,NC,Non classé
La Celle-Saint-Cloud,78126,217801265,DELAPORTE Olivier,LDVD,Droite
Cernay-La-Ville,78128,217801281,CHERET Claire,LNC,Non classé
Chambourcy,78133,217801331,MORANGE Pierre,LDVD,Droite
Chanteloup-Les-Vignes,78138,217801380,ARENOU Catherine,LDVD,Droite
Chapet,78140,217801406,DE LAURENS Benoît,LNC,Non classé
Châteaufort,78143,217801430,BERQUET Patrice,LNC,Non classé
Chatou,78146,217801463,DUMOULIN Eric,LDVD,Droite
Chaufour-Lès-Bonnières,78147,217801471,PREAUX Patrice,NC,Non classé
Chavenay,78152,217801521,BRENAC Myriam,LNC,Non classé
Le Chesnay-Rocquencourt,78158,200085470,DELEPIERRE Richard,LDVC,Centre
Chevreuse,78160,217801604,HERY-LE PALLEC Anne,LDVD,Droite
Choisel,78162,217801620,SEIGNEUR Alain,NC,Non classé
Civry-La-Forêt,78163,217801638,SETIAUX Elie,NC,Non classé
Clairefontaine-En-Yvelines,78164,217801646,TROGER Jacques,NC,Non classé
Les Clayes-Sous-Bois,78165,217801653,GUIGUEN Philippe,LDVD,Droite
Coignières,78168,217801687,FISCHER Didier,LDIV,Courants politiques divers
Condé-Sur-Vesgre,78171,217801711,JEAN Josette,LNC,Non classé
Conflans-Sainte-Honorine,78172,217801729,BROSSE Laurent,LDVD,Droite
Courgent,78185,217801851,BARON Jean-Paul,NC,Non classé
Cravent,78188,217801885,JOUBERT Jacky,NC,Non classé
Crespières,78189,217801893,BALLARIN Adriano,LNC,Non classé
Croissy-Sur-Seine,78190,217801901,DAVIN Jean-Roger,LDVD,Droite
Dammartin-En-Serve,78192,217801927,SIWICK Ghislaine,LNC,Non classé
Dampierre-En-Yvelines,78193,217801935,PALMER Valérie,LNC,Non classé
Dannemarie,78194,217801943,GILARD Jean-Pierre,NC,Non classé
Davron,78196,217801968,GUIBOUT Damien,NC,Non classé
Drocourt,78202,217802024,PIERRET Dominique,NC,Non classé
Ecquevilly,78206,217802065,HERZ Marc,LDIV,Courants politiques divers
Elancourt,78208,217802081,FOURGOUS Jean-Michel,LDVD,Droite
Emancé,78209,217802099,BRIOLANT Stéphanie,NC,Non classé
Epône,78217,217802172,JOVIC Ivica,,
Les Essarts-Le-Roi,78220,217802206,NEHLIL Ismaël,LDVC,Centre
L'Etang-La-Ville,78224,217802248,CORNALBA Daniel,LDVC,Centre
Evecquemont,78227,217802271,NICOLAS Christophe,NC,Non classé
La Falaise,78230,217802305,DI BERNARDO Maryse,NC,Non classé
Favrieux,78231,217802313,LEMARIÉ Lionel,NC,Non classé
Feucherolles,78233,217802339,LOISEL Patrick,LNC,Non classé
Flacourt,78234,217802347,LE GOFF Séverine,NC,Non classé
Flexanville,78236,217802362,SAUSSAY Didier,NC,Non classé
Flins-Neuve-Eglise,78237,217802370,NOTHEAUX Laëtitia,NC,Non classé
Flins-Sur-Seine,78238,217802388,MERY Philippe,,
Follainville-Dennemont,78239,217802396,LAVANCIER Sébastien,LNC,Non classé
Fontenay-Le-Fleury,78242,217802420,RIVAUD Richard,LDVD,Droite
Fontenay-Mauvoisin,78245,217802453,JOSSEAUME Dominique,NC,Non classé
Fontenay-Saint-Père,78246,217802461,JOREL Thierry,NC,Non classé
Freneuse,78255,217802552,HAUETER Ghislaine,LDIV,Courants politiques divers
Gaillon-Sur-Montcient,78261,217802610,DUBERNARD Marie-Christine,NC,Non classé
Galluis,78262,217802628,GONTHIER Annie,LNC,Non classé
Gambais,78263,217802636,NIVOIT Raphaël,LNC,Non classé
Gambaiseuil,78264,217802644,CAZANEUVE Claude,NC,Non classé
Garancières,78265,217802651,LESADE Ghislaine,,
Gargenville,78267,217802677,PERRON Yann,LDVD,Droite
Gazeran,78269,217802693,SALIGNAT Emmanuel,LNC,Non classé
Gommecourt,78276,217802768,SOLARO Gérard,NC,Non classé
Goupillières,78278,217802784,FRANCOIS Régine,NC,Non classé
Goussonville,78281,217802818,LEPINTE Fabrice,NC,Non classé
Grandchamp,78283,217802834,RENAULD Hervé,NC,Non classé
Gressey,78285,217802859,BERTRAND Valéry,NC,Non classé
Grosrouvre,78289,217802891,LAMBERT Yves,NC,Non classé
Guernes,78290,217802909,BRUSSEAUX Pascal,LNC,Non classé
Guerville,78291,217802917,PLACET Evelyne,LNC,Non classé
Guitrancourt,78296,217802966,DAUGE Patrick,NC,Non classé
Guyancourt,78297,217802974,MORTON François,LDVG,Gauche
Hardricourt,78299,217802990,SCOTTE Yann,LNC,Non classé
Hargeville,78300,217803006,VOYER Jean Michel,NC,Non classé
La Hauteville,78302,217803022,COURTEAUD Marc,NC,Non classé
Herbeville,78305,217803055,GAY Vincent,NC,Non classé
Hermeray,78307,217803071,MARCHAL Evelyne,NC,Non classé
Houdan,78310,217803105,TÉTART Jean-Marie,LDVD,Droite
Houilles,78311,217803113,CHAMBON Julien,LDVC,Centre
Issou,78314,217803147,GIRAUD Lionel,LDIV,Courants politiques divers
Jambville,78317,217803170,RIPART Jean-Marie,NC,Non classé
Notre-Dame-De-La-Mer,78320,200084325,MAILLOC Jean-Luc,NC,Non classé
Jouars-Pontchartrain,78321,217803212,MENGELLE-TOUYA Thomas,,
Jouy-En-Josas,78322,217803220,AUBERT Marie-Hélène,LDVD,Droite
Jouy-Mauvoisin,78324,217803246,BERTRAND Alain,NC,Non classé
Jumeauville,78325,217803253,LANGLOIS Jean-Claude Lucien,NC,Non classé
Juziers,78327,217803279,VARIN Ketty,,
Lainville-En-Vexin,78329,217803295,QUIGNARD Martine,NC,Non classé
Lévis-Saint-Nom,78334,217803345,GRIGNON Anne,LNC,Non classé
Limay,78335,217803352,NEDJAR Djamel,,
Limetz-Villez,78337,217803378,OBRY Michel,LNC,Non classé
Les Loges-En-Josas,78343,217803436,DOUCERAIN Caroline,LNC,Non classé
Lommoye,78344,217803444,SAULE Antoinette,NC,Non classé
Longnes,78346,217803469,DEBRAS Anne,,
Longvilliers,78349,217803493,CHANCLUD Maurice,NC,Non classé
Louveciennes,78350,217803501,PARISOT Marie-Dominique,LDVC,Centre
Magnanville,78354,217803543,LEBOUC Michel,LDVG,Gauche
Magny-Les-Hameaux,78356,217803568,HOUILLON Bertrand,LDVG,Gauche
Maisons-Laffitte,78358,217803584,MYARD Jacques,LLR,Droite
Mantes-La-Jolie,78361,217803618,COGNET Raphaël,LDVD,Droite
Mantes-La-Ville,78362,217803626,DAMERGY Sami,LDVC,Centre
Marcq,78364,217803642,MEJEAN-GIRON Magali,NC,Non classé
Mareil-Le-Guyon,78366,217803667,LOMMIS Michel,NC,Non classé
Mareil-Marly,78367,217803675,LAFON Dominique,LNC,Non classé
Mareil-Sur-Mauldre,78368,217803683,CAHUZAC Nathalie,LNC,Non classé
Marly-Le-Roi,78372,217803725,PERROT Jean-Yves,LDVD,Droite
Maulette,78381,217803816,GORNES Stéphane,NC,Non classé
Maurecourt,78382,217803824,GUERREY Didier,,
Maurepas,78383,217803832,GARESTIER Grégory,LDVD,Droite
Médan,78384,217803840,KAUFFMANN Karine,LNC,Non classé
Ménerville,78385,217803857,THURET Sylvain,NC,Non classé
Méré,78389,217803899,RECOUSSINES Michel,LNC,Non classé
Méricourt,78391,217803915,JUMEAUCOURT Philippe,NC,Non classé
Le Mesnil-Le-Roi,78396,217803964,CASERIS Serge,LDVD,Droite
Le Mesnil-Saint-Denis,78397,217803972,BUHOT Christophe,LREM,Centre
Les Mesnuls,78398,217803980,ROUX Michel,NC,Non classé
Meulan-En-Yvelines,78401,217804012,ZAMMIT-POPESCU Cécile,LDVD,Droite
Mézières-Sur-Seine,78402,217804020,FONTAINE Franck,LDVC,Centre
Mézy-Sur-Seine,78403,217804038,ZUCCARELLI Fabrice,LNC,Non classé
Millemont,78404,217804046,JOSEPH Annie,NC,Non classé
Milon-La-Chapelle,78406,217804061,HAMON Pascal,NC,Non classé
Mittainville,78407,217804079,ROSTAN Corinne,NC,Non classé
Moisson,78410,217804103,DEBON Cécile,NC,Non classé
Mondreville,78413,217804137,COLLET Géraud,NC,Non classé
Montainville,78415,217804152,MARTIN Eric,NC,Non classé
Montalet-Le-Bois,78416,217804160,WOTIN Maël,NC,Non classé
Montchauvet,78417,217804178,DUVAL Georges,NC,Non classé
Montesson,78418,217804186,BRISTOL Nicole,LDVD,Droite
Montfort-L'Amaury,78420,217804202,PLANCHENAULT Hervé,LNC,Non classé
Montigny-Le-Bretonneux,78423,217804236,MERCKAERT Lorrain,LDVD,Droite
Morainvilliers,78431,217804319,DEVEZE Fabienne,LNC,Non classé
Mousseaux-Sur-Seine,78437,217804376,OURS PRISBIL Gérard,NC,Non classé
Mulcent,78439,217804392,PELARD Guy,NC,Non classé
Les Mureaux,78440,217804400,GARAY François,LDVG,Gauche
Neauphle-Le-Château,78442,217804426,SANDJIVY Elisabeth,LNC,Non classé
Neauphle-Le-Vieux,78443,217804434,PLANCHON Denise,NC,Non classé
Neauphlette,78444,217804442,KOKELKA Jean-Luc,NC,Non classé
Nézel,78451,217804517,TURPIN Dominique,LNC,Non classé
Noisy-Le-Roi,78455,217804558,TOURELLE Marc,LDVD,Droite
Oinville-Sur-Montcient,78460,217804608,GAULARD Didier,,
Orcemont,78464,217804640,LECOURT Guy,LNC,Non classé
Orgerus,78465,217804657,VERPLAETSE Jean-Michel,LNC,Non classé
Orgeval,78466,217804665,CHARNALLET Hervé,LDVD,Droite
Orphin,78470,217804707,DEMICHELIS Janny,NC,Non classé
Orsonville,78472,217804723,CABRIT Anne,NC,Non classé
Orvilliers,78474,217804749,FLIS Marie,NC,Non classé
Osmoy,78475,217804756,DURAND Jérôme,NC,Non classé
Paray-Douaville,78478,217804780,ALIX Martial,NC,Non classé
Le Pecq,78481,217804814,BERNARD Laurence,LDVD,Droite
Perdreauville,78484,217804848,POYER Pascal,NC,Non classé
Le Perray-En-Yvelines,78486,217804863,BAX DE KEATING Geoffroy,LDVD,Droite
Plaisir,78490,217804905,KOLLMANNSBERGER Joséphine,LDVD,Droite
Poigny-La-Forêt,78497,217804970,CONVERT Thierry,NC,Non classé
Poissy,78498,217804988,BERNO DOS SANTOS Sandrine,,
Ponthévrard,78499,217804996,BRICAUD Nathalia,,
Porcheville,78501,217805019,JALTIER Alec,,
Le Port-Marly,78502,217805027,PEMBA-MARINE Cédric,LDVD,Droite
Prunay-Le-Temple,78505,217805050,MYOTTE Jean,NC,Non classé
Prunay-En-Yvelines,78506,217805068,MALARDEAU Jean-Pierre,NC,Non classé
La Queue-Les-Yvelines,78513,217805134,LOUESDON Laurent,LNC,Non classé
Raizeux,78516,217805167,ZANNIER Jean-Pierre,NC,Non classé
Rambouillet,78517,217805175,MATILLON Véronique,LDVD,Droite
Rennemoulin,78518,217805183,HOURDIN Arnaud,NC,Non classé
Richebourg,78520,217805209,COURTY Bernadette,LNC,Non classé
Rochefort-En-Yvelines,78522,217805225,LAMBERT Sylvain,NC,Non classé
Rolleboise,78528,217805282,BRUNET Yvette,,
Rosay,78530,217805308,MARMIN Bruno,NC,Non classé
Rosny-Sur-Seine,78531,217805316,DUMOULIN Pierre Yves,LDVD,Droite
Sailly,78536,217805365,BEGUIN Gérard,NC,Non classé
Saint-Arnoult-En-Yvelines,78537,217805373,JEGAT Joëlle,,
Saint-Cyr-L'Ecole,78545,217805456,BRAU Sonia,LDVD,Droite
Saint-Forget,78548,217805480,JANNIN Jean-Luc,NC,Non classé
Saint-Germain-De-La-Grange,78550,217805506,HAUET Bertrand,LNC,Non classé
Saint-Germain-En-Laye,78551,200086924,PERICARD Arnaud,LDVD,Droite
Saint-Hilarion,78557,217805571,BATTEUX Jean-Claude,NC,Non classé
Saint-Illiers-La-Ville,78558,217805589,DANIEL Sylvain,NC,Non classé
Saint-Illiers-Le-Bois,78559,217805597,NOEL Christine,NC,Non classé
Saint-Lambert,78561,217805613,BEDOUELLE Olivier,NC,Non classé
Saint-Léger-En-Yvelines,78562,217805621,GHIBAUDO Jean-Pierre,LNC,Non classé
Saint-Martin-De-Bréthencourt,78564,217805647,DRAPPIER Jacky,NC,Non classé
Saint-Martin-Des-Champs,78565,217805654,BAZONNET Stéphane,NC,Non classé
Saint-Martin-La-Garenne,78567,217805670,CHAMPAGNE Stephan,NC,Non classé
Sainte-Mesme,78569,217805696,COPETTI Isabelle,NC,Non classé
Saint-Nom-La-Bretèche,78571,217805712,STUDNIA Gilles,LDVD,Droite
Saint-Rémy-Lès-Chevreuse,78575,217805753,BAVOIL Dominique,LDVD,Droite
Saint-Rémy-L'Honoré,78576,217805761,BOURRAT Toine,LNC,Non classé
Sartrouville,78586,217805860,FOND Pierre,LLR,Droite
Saulx-Marchais,78588,217805886,CHAUMETTE Jacques,NC,Non classé
Senlisse,78590,217805902,BENMUSSA Claude,NC,Non classé
Septeuil,78591,217805910,RIVIERE Dominique,LNC,Non classé
Soindres,78597,217805977,LAVIGOGNE Jacky,NC,Non classé
Sonchamp,78601,217806017,MAY-OTT Ysabelle,LNC,Non classé
Tacoignières,78605,217806058,LE BAIL Patrice,LNC,Non classé
Le Tartre-Gaudran,78606,217806066,DE LA RUE Frédéric,NC,Non classé
Le Tertre-Saint-Denis,78608,217806082,MARIAGE Joël,NC,Non classé
Tessancourt-Sur-Aubette,78609,217806090,FAVROU Paulette,LNC,Non classé
Thiverval-Grignon,78615,217806157,GOHARD Nadine,LNC,Non classé
Thoiry,78616,217806165,MOUTOT François,LNC,Non classé
Tilly,78618,217806181,ROBIN Jean-Claude,NC,Non classé
Toussus-Le-Noble,78620,217806207,AUROY Vanessa,LNC,Non classé
Trappes,78621,217806215,RABEH Ali,LDVG,Gauche
Le Tremblay-Sur-Mauldre,78623,217806231,CHANCEL Françoise,NC,Non classé
Triel-Sur-Seine,78624,217806249,AOUN Cedric,LDIV,Courants politiques divers
Vaux-Sur-Seine,78638,217806389,BREARD Jean-Claude,LDVD,Droite
Vélizy-Villacoublay,78640,217806405,THÉVENOT Pascal,LDVD,Droite
Verneuil-Sur-Seine,78642,217806421,AUFRECHTER Fabien,LREM,Centre
Vernouillet,78643,217806439,COLLADO Pascal,LDVC,Centre
La Verrière,78644,217806447,DAINVILLE Nicolas,LDVD,Droite
Versailles,78646,217806462,DE MAZIÈRES François,LDVD,Droite
Vert,78647,217806470,REYNAUD-LEGER Jocelyne,NC,Non classé
Le Vésinet,78650,217806504,CORADETTI Bruno,LREM,Centre
Vicq,78653,217806538,JACQUES Bernard,NC,Non classé
Vieille-Eglise-En-Yvelines,78655,217806553,DUCHAMP Jean-Louis,NC,Non classé
La Villeneuve-En-Chevrie,78668,217806686,PEZZALI Alain,NC,Non classé
Villennes-Sur-Seine,78672,217806728,LAIGNEAU Jean-Pierre,LDVD,Droite
Villepreux,78674,217806744,HAMONIC Jean-Baptiste,LDVC,Centre
Villette,78677,217806777,PASDELOUP Philippe,NC,Non classé
Villiers-Le-Mahieu,78681,217806819,BOURDEAUX Patrick,NC,Non classé
Villiers-Saint-Fréderic,78683,217806835,DURAND Sylvain,LNC,Non classé
Viroflay,78686,217806868,LEBRUN Olivier,LDVD,Droite
Voisins-Le-Bretonneux,78688,217806884,ROSETTI Alexandra,LDVC,Centre
L'Absie,79001,217900018,MIMAULT Patricia,NC,Non classé
Adilly,79002,217900026,HERAULT Ludovic,NC,Non classé
Aiffres,79003,217900034,BILLY Jacques,LDVC,Centre
Airvault,79005,200085785,FOUILLET Olivier,LNC,Non classé
Allonne,79007,217900075,ALLARD Emmanuel,NC,Non classé
Amailloux,79008,217900083,BRESCIA Nathalie,NC,Non classé
Amuré,79009,217900091,MOINARD Marcel,NC,Non classé
Arçais,79010,217900109,LEYSSENE Philippe,NC,Non classé
Ardin,79012,217900125,RIMBEAU Jean-Pierre,LNC,Non classé
Argentonnay,79013,200055994,CASSIN Armelle,LNC,Non classé
Loretz-D'Argenton,79014,200081321,SAUVETRE Pierre,LNC,Non classé
Asnières-En-Poitou,79015,217900158,BARREAUD Michel,NC,Non classé
Assais-Les-Jumeaux,79016,217900166,LAURANTIN Jean-Claude,NC,Non classé
Aubigné,79018,217900182,BLAUD Philippe,NC,Non classé
Aubigny,79019,217900190,MALVAUD Daniel,NC,Non classé
Augé,79020,217900208,BALOGE Laurent,NC,Non classé
Availles-Thouarsais,79022,217900224,ROBERT Daniel,NC,Non classé
Avon,79023,217900232,JOLLET Didier,NC,Non classé
Azay-Le-Brûlé,79024,217900240,RENOUX Jean-François,,
Azay-Sur-Thouet,79025,217900257,RENAULT Jean-Michel,LNC,Non classé
Beaulieu-Sous-Parthenay,79029,217900299,CHAUSSERAY Francine,NC,Non classé
Beaussais-Vitré,79030,200035285,FERRÉ Nicolas,,
Beauvoir-Sur-Niort,79031,217900315,VACHON Séverine,LNC,Non classé
Béceleuf,79032,217900323,GUILBOT Gilles,NC,Non classé
Bessines,79034,217900349,GUINOT Christophe,,
Boismé,79038,217900380,TAILLEFAIT Corinne,,
La Boissière-En-Gâtine,79040,217900406,DELIGNÉ Thierry,NC,Non classé
Bougon,79042,217900422,COMTE Bernard,NC,Non classé
Le Bourdet,79046,217900463,COHEN Clément,NC,Non classé
Boussais,79047,217900471,ROY Jacques,NC,Non classé
La Crèche,79048,217900489,HAMOT Laetitia,LDVG,Gauche
Bressuire,79049,217900497,MENARD Emmanuelle,LDIV,Courants politiques divers
Bretignolles,79050,217900505,MAROT Vincent,NC,Non classé
Brieuil-Sur-Chizé,79055,217900554,PICARD Marylène,NC,Non classé
Brion-Près-Thouet,79056,217900562,DECHEREUX Thierry,NC,Non classé
Brioux-Sur-Boutonne,79057,217900570,HAYE Jean-Marie,,
Brûlain,79058,217900588,LECOINTE Alain,NC,Non classé
Le Busseau,79059,217900596,DEDOYARD Philippe,NC,Non classé
Caunay,79060,217900604,BAUDON Christian,NC,Non classé
Celles-Sur-Belle,79061,200083897,BRUNET Sylvie,LDVC,Centre
Cerizay,79062,217900620,BROSSEAU Johnny,LDIV,Courants politiques divers
Val En Vignes,79063,200068575,GUILLOT Christophe,LNC,Non classé
Fontivillié,79064,200082162,YOU Thierry,NC,Non classé
Champdeniers,79066,217900661,CAPELLE Alain,,
Chanteloup,79069,217900695,TRICOT Dominique,LNC,Non classé
La Chapelle-Bâton,79070,217900703,SIRAUD Pierre,NC,Non classé
La Chapelle-Bertrand,79071,217900711,CHEVALIER Eric,NC,Non classé
La Chapelle-Pouilloux,79074,217900745,SAINTIER Marie-Emmanuelle,NC,Non classé
La Chapelle-Saint-Laurent,79076,217900760,BILHEU Jean-Yves,LNC,Non classé
Beugnon-Thireuil,79077,200085793,ONILLON Denis,NC,Non classé
Plaine-D'Argenson,79078,200076198,SALANON Jean-François,NC,Non classé
Mauléon,79079,217900794,MAROLLEAU Pierre-Yves,LDIV,Courants politiques divers
Châtillon-Sur-Thouet,79080,217900802,BEAU Marie-Noëlle,,
Chauray,79081,217900810,BOISSON Claude,LDVC,Centre
Chef-Boutonne,79083,200082386,MICHELET Fabrice,LNC,Non classé
Chenay,79084,217900844,NEE Nicole,NC,Non classé
Chérigné,79085,217900851,GABOREAU Bernard,NC,Non classé
Cherveux,79086,217900869,MISSIOUX Marie-Pierre,LNC,Non classé
Chey,79087,217900877,MAGNAN Jean-Christophe,NC,Non classé
Chiché,79088,217900885,MARY François,LNC,Non classé
Le Chillou,79089,217900893,RICHARD Françoise,NC,Non classé
Chizé,79090,217900901,BARRÉ Daniel,NC,Non classé
Cirières,79091,217900919,FORTIN Jean-Baptiste,NC,Non classé
Clavé,79092,217900927,LEGERON Vincent,NC,Non classé
Clessé,79094,217900943,SOULARD Christine,NC,Non classé
Clussais-La-Pommeraie,79095,217900950,FOUCHÉ Etienne,NC,Non classé
Combrand,79096,217900968,REVEAU Anne-Marie,LNC,Non classé
Coulon,79100,217901008,GUICHET Anne-Sophie,LNC,Non classé
Coulonges-Sur-L'Autize,79101,217901016,TAVERNEAU Danielle,LNC,Non classé
Coulonges-Thouarsais,79102,217901024,ROCHARD Sébastien,NC,Non classé
Courlay,79103,217901032,GUILLERMIC André,LNC,Non classé
Cours,79104,217901040,GOURMELON Catherine,NC,Non classé
Les Châteliers,79105,200084481,GAMACHE Nicolas,NC,Non classé
Couture-D'Argenson,79106,217901065,RACINE Eric,NC,Non classé
Doux,79108,217901081,JOLIVOT Lucien,NC,Non classé
Echiré,79109,217901099,DEVAUTOUR Thierry,LNC,Non classé
Ensigné,79111,217901115,BELAUD Bernard,NC,Non classé
Epannes,79112,217901123,EXPOSITO Emmanuel,NC,Non classé
Exireuil,79114,217901149,BILLEROT Jérôme,LNC,Non classé
Exoudun,79115,217901156,HEURTEBISE-DANIAUD Murielle,NC,Non classé
Faye-L'Abbesse,79116,217901164,PIERRE Gérard,,
Faye-Sur-Ardin,79117,217901172,MICOU Corine,NC,Non classé
Fénery,79118,217901180,MARTIN Alexandre,NC,Non classé
Fenioux,79119,217901198,TEXIER Valérie,NC,Non classé
La Ferrière-En-Parthenay,79120,217901206,CLEMENT Guillaume,NC,Non classé
Fomperron,79121,217901214,BONNEAU Bertrand,NC,Non classé
Fontenille-Saint-Martin-D'Entraigues,79122,217901222,DELEZAY Gaëtan,NC,Non classé
La Forêt-Sur-Sèvre,79123,217901230,MAROLLEAU Thierry,LNC,Non classé
Les Forges,79124,217901248,PARNAUDEAU Thierry,NC,Non classé
Fors,79125,217901255,CANTEAU Alain,LNC,Non classé
Les Fosses,79126,217901263,ARCHIMBAUD-BOIROUX Guénaëlle,NC,Non classé
La Foye-Monjault,79127,217901271,MICHAUD Dany,NC,Non classé
François,79128,217901289,COSSET Joël,NC,Non classé
Fressines,79129,217901297,FOUCHE Patrice,LNC,Non classé
Frontenay-Rohan-Rohan,79130,217901305,POIRAUD Olivier,LNC,Non classé
Geay,79131,217901313,BERNARD Jean-Marc,NC,Non classé
Genneton,79132,217901321,BÉLIARD Jacques,NC,Non classé
Germond-Rouvre,79133,217901339,EPOULET Gerard,LNC,Non classé
Glénay,79134,217901347,BOISSON Chloé,NC,Non classé
Gourgé,79135,217901354,FEUFEU David,NC,Non classé
Alloinay,79136,200064145,CHARTIER Bernard,NC,Non classé
Granzay-Gript,79137,217901370,JARRIAULT Florent,NC,Non classé
Les Groseillers,79139,217901396,BERNARDEAU Lydie,NC,Non classé
Valdelaume,79140,200081537,CAQUINEAU Emmanuel,NC,Non classé
Irais,79141,217901412,MARSAULT Hélène,NC,Non classé
Juillé,79142,217901420,JOUANNET Paul,NC,Non classé
Juscorps,79144,217901446,RIVET BONNEAU Corinne,NC,Non classé
Lageon,79145,217901453,MARTINEAU Jean-Yann,NC,Non classé
Largeasse,79147,217901479,GROLLEAU Jean-Jacques,NC,Non classé
Lezay,79148,217901487,GAYET Olivier,LNC,Non classé
Lhoumois,79149,217901495,PILLOT Jean,NC,Non classé
Limalonges,79150,217901503,MACHET Annette,NC,Non classé
Lorigné,79152,217901529,HOELLINGER Gilbert,NC,Non classé
Loubigné,79153,217901537,BALLAND Cyril,NC,Non classé
Loubillé,79154,217901545,POINT Jean-Luc,NC,Non classé
Louin,79156,217901560,NOLOT Monique,NC,Non classé
Louzy,79157,217901578,DORET Michel,LNC,Non classé
Luché-Sur-Brioux,79158,217901586,MANN Grégory,NC,Non classé
Luché-Thouarsais,79159,217901594,PALLUEAU Joële,NC,Non classé
Lusseray,79160,217901602,DURGAND François,NC,Non classé
Luzay,79161,217901610,MEUNIER Gilles,NC,Non classé
Magné,79162,217901628,LABORDERIE Gérard,LNC,Non classé
Mairé-Levescault,79163,217901636,BARILLOT Dorick,NC,Non classé
Maisonnay,79164,217901644,GUÉRY Patrice,NC,Non classé
Maisontiers,79165,217901651,CHABAUTY Gérard,NC,Non classé
Marigny,79166,217901669,BAUDOUIN Daniel,NC,Non classé
Marnes,79167,217901677,GIROUARD Germain,NC,Non classé
Mauzé-Sur-Le-Mignon,79170,217901701,MAUFFREY Philippe,LNC,Non classé
Mazières-En-Gâtine,79172,217901727,FRADIN Jacques,LNC,Non classé
Melle,79174,200081511,GRIFFAULT Sylvain,LECO,Courants politiques divers
Melleran,79175,217901750,DELAIRE François,NC,Non classé
Ménigoute,79176,217901768,GAILLARD Didier,NC,Non classé
Messé,79177,217901776,DODIN Patrick,NC,Non classé
Moncoutant-Sur-Sèvre,79179,200085264,MOREAU Roland,,
